"","LocationName","LocationType","LatitudeDegrees","LatitudeMinutes","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeDirection","LocationCode","MapCode","FileName","latitude","longitude","FileName_num","LocationName_clean","LocationType_txt","LocationType_category"
"166","CEMWABUL SUB-LOCATION","ADMD",0,27,"N",35,34,"E",56630,1,"page38.tiff",0.45,35.5666666666667,38,"cemwabul sub-location","administrative division","political"
"167","CENTRAL KAVIRONDO DISTRICT SEE CENTRAL NYANZA DISTRICT","ADMD",0,5,"S",34,20,"E",56620,0,"page38.tiff",-0.0833333333333333,34.3333333333333,38,"central kavirondo district see central nyanza district","administrative division","political"
"168","CENTRAL NAMWELA SUB-LOCATION","ADMD",0,47,"N",34,32,"E",56610,0,"page38.tiff",0.783333333333333,34.5333333333333,38,"central namwela sub-location","administrative division","political"
"169","CENTRAL NYANZA DISTRICT","ADMD",0,5,"S",34,20,"E",56620,0,"page38.tiff",-0.0833333333333333,34.3333333333333,38,"central nyanza district","administrative division","political"
"170","CENTRAL REGION","ADMD",0,45,"S",37,0,"E",56640,0,"page38.tiff",-0.75,37,38,"central region","administrative division","political"
"171","CENTRAL SOTIK LOCATION","ADMD",0,45,"S",35,5,"E",56630,1,"page38.tiff",-0.75,35.0833333333333,38,"central sotik location","administrative division","political"
"172","CENTRAL SUB-LOCATION","ADMD",0,5,"N",34,19,"E",56620,0,"page38.tiff",0.0833333333333333,34.3166666666667,38,"central sub-location","administrative division","political"
"173","CHAGENDA SUB-LOCATION","ADMD",0,0,"",34,40,"E",56610,0,"page38.tiff",0,34.6666666666667,38,"chagenda sub-location","administrative division","political"
"174","CHAI SUB-LOCATION","ADMD",4,13,"S",39,34,"E",56680,1,"page38.tiff",-4.21666666666667,39.5666666666667,38,"chai sub-location","administrative division","political"
"175","CHAKAMA LOCATION","ADMD",3,10,"S",39,35,"E",56680,1,"page38.tiff",-3.16666666666667,39.5833333333333,38,"chakama location","administrative division","political"
"176","CHAKAMA SUB-LOCATION","ADMD",3,7,"S",39,40,"E",56680,1,"page38.tiff",-3.11666666666667,39.6666666666667,38,"chakama sub-location","administrative division","political"
"177","CHAKOL SEE CHAKOLE SUB-LOCATION","ADMD",0,30,"N",34,11,"E",56610,0,"page38.tiff",0.5,34.1833333333333,38,"chakol see chakole sub-location","administrative division","political"
"178","CHAKOLE SUB-LOCATION","ADMD",0,30,"N",34,11,"E",56610,1,"page38.tiff",0.5,34.1833333333333,38,"chakole sub-location","administrative division","political"
"179","CHALA LOCATION","ADMD",3,15,"S",37,45,"E",56680,1,"page38.tiff",-3.25,37.75,38,"chala location","administrative division","political"
"180","CHALA SUB-LOCATION","ADMD",3,19,"S",37,44,"E",56680,1,"page38.tiff",-3.31666666666667,37.7333333333333,38,"chala sub-location","administrative division","political"
"181","CHANGA SUB-LOCATION","ADMD",3,57,"S",39,28,"E",56680,1,"page39.tiff",-3.95,39.4666666666667,39,"changa sub-location","administrative division","political"
"182","CHANGACH SUB-LOCATION","ADMD",0,26,"N",35,37,"E",56630,1,"page39.tiff",0.433333333333333,35.6166666666667,39,"changach sub-location","administrative division","political"
"183","CHANGARA SUB-LOCATION","ADMD",0,45,"N",34,25,"E",56610,1,"page39.tiff",0.75,34.4166666666667,39,"changara sub-location","administrative division","political"
"184","CHANGOMBE SUB-LOCATION","ADMD",3,55,"S",39,36,"E",56680,1,"page39.tiff",-3.91666666666667,39.6,39,"changombe sub-location","administrative division","political"
"185","CHANGWITHIA LOCATION","ADMD",1,13,"S",38,6,"E",56660,1,"page39.tiff",-1.21666666666667,38.1,39,"changwithia location","administrative division","political"
"186","CHANGWITHIA SEE KYANGWITHYA LOCATION","ADMD",1,25,"S",37,55,"E",56660,0,"page39.tiff",-1.41666666666667,37.9166666666667,39,"changwithia see kyangwithya location","administrative division","political"
"187","CHANIA LOCATION","ADMD",0,56,"S",36,53,"E",56640,1,"page39.tiff",-0.933333333333333,36.8833333333333,39,"chania location","administrative division","political"
"188","CHAPCHAP LOCATION","ADMD",0,29,"N",35,55,"E",56630,1,"page39.tiff",0.483333333333333,35.9166666666667,39,"chapchap location","administrative division","political"
"189","CHARA LOCATION","ADMD",2,30,"S",40,35,"E",56680,1,"page40.tiff",-2.5,40.5833333333333,40,"chara location","administrative division","political"
"190","CHAURINGO SUB-LOCATION","ADMD",3,53,"S",39,38,"E",56680,1,"page40.tiff",-3.88333333333333,39.6333333333333,40,"chauringo sub-location","administrative division","political"
"191","CHAVAKALI SUB-LOCATION","ADMD",0,6,"N",34,43,"E",56610,0,"page40.tiff",0.1,34.7166666666667,40,"chavakali sub-location","administrative division","political"
"192","CHAWIA LOCATION","ADMD",3,28,"S",38,22,"E",56680,1,"page40.tiff",-3.46666666666667,38.3666666666667,40,"chawia location","administrative division","political"
"193","CHEBANGANG SUB-LOCATION","ADMD",0,33,"S",35,17,"E",56630,0,"page40.tiff",-0.55,35.2833333333333,40,"chebangang sub-location","administrative division","political"
"194","CHEBARSIAT SUB-LOCATION","ADMD",0,36,"N",35,54,"E",56630,0,"page40.tiff",0.6,35.9,40,"chebarsiat sub-location","administrative division","political"
"195","CHEBEREN SUB-LOCATION","ADMD",0,15,"N",35,51,"E",56630,0,"page40.tiff",0.25,35.85,40,"cheberen sub-location","administrative division","political"
"196","CHEBIEMIT SUB-LOCATION","ADMD",0,51,"N",35,30,"E",56630,0,"page40.tiff",0.85,35.5,40,"chebiemit sub-location","administrative division","political"
"197","CHEBIGEN SUB-LOCATION","ADMD",0,18,"S",35,20,"E",56630,0,"page40.tiff",-0.3,35.3333333333333,40,"chebigen sub-location","administrative division","political"
"198","CHEBILAT SEE CHEBILUT SUB-LOCATION","ADMD",0,37,"S",35,15,"E",56630,0,"page40.tiff",-0.616666666666667,35.25,40,"chebilat see chebilut sub-location","administrative division","political"
"199","CHEBILAT SUB-LOCATION","ADMD",0,3,"N",34,58,"E",56630,0,"page40.tiff",0.05,34.9666666666667,40,"chebilat sub-location","administrative division","political"
"200","CHEBILUT SUB-LOCATION","ADMD",0,37,"S",35,15,"E",56630,0,"page40.tiff",-0.616666666666667,35.25,40,"chebilut sub-location","administrative division","political"
"201","CHEBINYINY SUB-LOCATION","ADMD",0,22,"N",36,4,"E",56630,0,"page40.tiff",0.366666666666667,36.0666666666667,40,"chebinyiny sub-location","administrative division","political"
"202","CHEBOIN SUB-LOCATION","ADMD",0,33,"S",35,7,"E",56630,0,"page41.tiff",-0.55,35.1166666666667,41,"cheboin sub-location","administrative division","political"
"203","CHEBOIN SUB-LOCATION","ADMD",0,49,"S",35,21,"E",56630,1,"page41.tiff",-0.816666666666667,35.35,41,"cheboin sub-location","administrative division","political"
"204","CHEBOIN'GONG SUB-LOCATION","ADMD",0,47,"S",35,20,"E",56630,1,"page41.tiff",-0.783333333333333,35.3333333333333,41,"cheboin'gong sub-location","administrative division","political"
"205","CHEBONGI SUB-LOCATION","ADMD",0,40,"S",35,6,"E",56630,0,"page41.tiff",-0.666666666666667,35.1,41,"chebongi sub-location","administrative division","political"
"206","CHEBORGE SUB-LOCATION","ADMD",0,34,"S",35,7,"E",56630,0,"page41.tiff",-0.566666666666667,35.1166666666667,41,"cheborge sub-location","administrative division","political"
"207","CHEBUNGE SUB-LOCATION","ADMD",0,45,"S",35,20,"E",56630,1,"page41.tiff",-0.75,35.3333333333333,41,"chebunge sub-location","administrative division","political"
"208","CHEBWAGAN SUB-LOCATION","ADMD",0,36,"S",35,8,"E",56630,0,"page41.tiff",-0.6,35.1333333333333,41,"chebwagan sub-location","administrative division","political"
"209","CHEGE SUB-LOCATION","ADMD",0,52,"S",36,55,"E",56640,1,"page41.tiff",-0.866666666666667,36.9166666666667,41,"chege sub-location","administrative division","political"
"210","CHEHE SUB-LOCATION","ADMD",0,26,"S",37,11,"E",56640,1,"page41.tiff",-0.433333333333333,37.1833333333333,41,"chehe sub-location","administrative division","political"
"211","CHELEGET SUB-LOCATION","ADMD",0,59,"S",35,17,"E",56630,1,"page41.tiff",-0.983333333333333,35.2833333333333,41,"cheleget sub-location","administrative division","political"
"212","CHEMAGEL SUB-LOCATION","ADMD",0,42,"S",35,7,"E",56630,0,"page42.tiff",-0.7,35.1166666666667,42,"chemagel sub-location","administrative division","political"
"213","CHEMAMUL SUB-LOCATION","ADMD",0,26,"S",35,6,"E",56630,0,"page42.tiff",-0.433333333333333,35.1,42,"chemamul sub-location","administrative division","political"
"214","CHEMASE SUB-LOCATION","ADMD",0,2,"S",35,3,"E",56630,0,"page42.tiff",-0.0333333333333333,35.05,42,"chemase sub-location","administrative division","political"
"215","CHEMELIL SUB-LOCATION","ADMD",0,4,"S",35,4,"E",56630,0,"page42.tiff",-0.0666666666666667,35.0666666666667,42,"chemelil sub-location","administrative division","political"
"216","CHEMNOET SUB-LOCATION","ADMD",0,28,"N",35,3,"E",56630,0,"page42.tiff",0.466666666666667,35.05,42,"chemnoet sub-location","administrative division","political"
"217","CHEMOGE SUB-LOCATION","ADMD",0,50,"N",34,45,"E",56610,0,"page42.tiff",0.833333333333333,34.75,42,"chemoge sub-location","administrative division","political"
"218","CHEMOGOCH SUB-LOCATION","ADMD",0,0,"",35,58,"E",56630,1,"page42.tiff",0,35.9666666666667,42,"chemogoch sub-location","administrative division","political"
"219","CHEMOIGUT SUB-LOCATION","ADMD",0,39,"N",36,13,"E",56630,0,"page42.tiff",0.65,36.2166666666667,42,"chemoigut sub-location","administrative division","political"
"220","CHEMUCHE SUB-LOCATION","ADMD",0,27,"N",34,53,"E",56610,0,"page43.tiff",0.45,34.8833333333333,43,"chemuche sub-location","administrative division","political"
"221","CHEMUNDU LOCATION","ADMD",0,13,"N",35,0,"E",56630,0,"page43.tiff",0.216666666666667,35,43,"chemundu location","administrative division","political"
"222","CHEMUNDU SUB-LOCATION","ADMD",0,14,"N",35,4,"E",56630,0,"page43.tiff",0.233333333333333,35.0666666666667,43,"chemundu sub-location","administrative division","political"
"223","CHEMWOCHOI SUB-LOCATION","ADMD",1,19,"N",35,7,"E",56630,1,"page43.tiff",1.31666666666667,35.1166666666667,43,"chemwochoi sub-location","administrative division","political"
"224","CHENGONI SUB-LOCATION","ADMD",3,46,"S",39,16,"E",56680,1,"page43.tiff",-3.76666666666667,39.2666666666667,43,"chengoni sub-location","administrative division","political"
"225","CHEPALUNGU LOCATION","ADMD",0,56,"S",35,12,"E",56630,0,"page43.tiff",-0.933333333333333,35.2,43,"chepalungu location","administrative division","political"
"226","CHEPANDA SUB-LOCATION","ADMD",1,2,"N",35,55,"E",56630,0,"page43.tiff",1.03333333333333,35.9166666666667,43,"chepanda sub-location","administrative division","political"
"227","CHEPARERIA SUB-LOCATION","ADMD",1,20,"N",35,15,"E",56630,1,"page43.tiff",1.33333333333333,35.25,43,"chepareria sub-location","administrative division","political"
"228","CHEPKARAT SUB-LOCATION","ADMD",1,5,"N",35,55,"E",56630,0,"page43.tiff",1.08333333333333,35.9166666666667,43,"chepkarat sub-location","administrative division","political"
"229","CHEPKAYAI SUB-LOCATION","ADMD",0,2,"N",34,43,"E",56610,0,"page43.tiff",0.0333333333333333,34.7166666666667,43,"chepkayai sub-location","administrative division","political"
"230","CHEPKITALE SEE CHEPKITALI SUB-LOCATION","ADMD",1,0,"N",34,33,"E",56610,0,"page43.tiff",1,34.55,43,"chepkitale see chepkitali sub-location","administrative division","political"
"231","CHEPKITALI SUB-LOCATION","ADMD",1,0,"N",34,33,"E",56610,1,"page43.tiff",1,34.55,43,"chepkitali sub-location","administrative division","political"
"232","CHEPKOBEH SUB-LOCATION","ADMD",1,28,"N",35,15,"E",56630,1,"page43.tiff",1.46666666666667,35.25,43,"chepkobeh sub-location","administrative division","political"
"233","CHEPKOIYO SUB-LOCATION","ADMD",0,23,"N",35,5,"E",56630,0,"page44.tiff",0.383333333333333,35.0833333333333,44,"chepkoiyo sub-location","administrative division","political"
"234","CHEPKOLO SUB-LOCATION","ADMD",0,47,"S",35,22,"E",56630,1,"page44.tiff",-0.783333333333333,35.3666666666667,44,"chepkolo sub-location","administrative division","political"
"235","CHEPKOLOI SUB-LOCATION","ADMD",0,41,"N",35,42,"E",56630,0,"page44.tiff",0.683333333333333,35.7,44,"chepkoloi sub-location","administrative division","political"
"236","CHEPKONDOL SUB-LOCATION","ADMD",1,40,"N",35,26,"E",56630,2,"page44.tiff",1.66666666666667,35.4333333333333,44,"chepkondol sub-location","administrative division","political"
"237","CHEPKORIO SUB-LOCATION","ADMD",0,23,"N",35,33,"E",56630,1,"page44.tiff",0.383333333333333,35.55,44,"chepkorio sub-location","administrative division","political"
"238","CHEPKOSILEN SUB-LOCATION","ADMD",0,27,"S",35,10,"E",56630,0,"page44.tiff",-0.45,35.1666666666667,44,"chepkosilen sub-location","administrative division","political"
"239","CHEPKUM SUB-LOCATION","ADMD",1,0,"N",35,36,"E",56630,0,"page44.tiff",1,35.6,44,"chepkum sub-location","administrative division","political"
"240","CHEPKUMIA LOCATION","ADMD",0,8,"N",34,57,"E",56630,0,"page44.tiff",0.133333333333333,34.95,44,"chepkumia location","administrative division","political"
"241","CHEPLANGET SUB-LOCATION","ADMD",0,39,"S",35,8,"E",56630,0,"page44.tiff",-0.65,35.1333333333333,44,"cheplanget sub-location","administrative division","political"
"242","CHEPLELWA SUB-LOCATION","ADMD",0,50,"S",35,4,"E",56630,1,"page44.tiff",-0.833333333333333,35.0666666666667,44,"cheplelwa sub-location","administrative division","political"
"243","CHEPTAGUM SUB-LOCATION","ADMD",0,52,"S",35,20,"E",56630,1,"page44.tiff",-0.866666666666667,35.3333333333333,44,"cheptagum sub-location","administrative division","political"
"244","CHEPTALAL SEE CHEPTARRE SUB-LOCATION","ADMD",0,37,"S",35,22,"E",56630,0,"page44.tiff",-0.616666666666667,35.3666666666667,44,"cheptalal see cheptarre sub-location","administrative division","political"
"245","CHEPTALELYEI SUB-LOCATION","ADMD",0,56,"S",35,17,"E",56630,1,"page45.tiff",-0.933333333333333,35.2833333333333,45,"cheptalelyei sub-location","administrative division","political"
"246","CHEPTARI'T SUB-LOCATION","ADMD",0,19,"N",35,9,"E",56630,0,"page45.tiff",0.316666666666667,35.15,45,"cheptari't sub-location","administrative division","political"
"247","CHEPTARRE SUB-LOCATION","ADMD",0,37,"S",35,22,"E",56630,0,"page45.tiff",-0.616666666666667,35.3666666666667,45,"cheptarre sub-location","administrative division","political"
"248","CHEPTEBES SUB-LOCATION","ADMD",0,58,"S",35,20,"E",56630,1,"page45.tiff",-0.966666666666667,35.3333333333333,45,"cheptebes sub-location","administrative division","political"
"249","CHEPTENYE SUB-LOCATION","ADMD",0,22,"S",35,10,"E",56630,0,"page45.tiff",-0.366666666666667,35.1666666666667,45,"cheptenye sub-location","administrative division","political"
"250","CHEPTERWAI SUB-LOCATION","ADMD",0,32,"N",34,55,"E",56630,0,"page45.tiff",0.533333333333333,34.9166666666667,45,"chepterwai sub-location","administrative division","political"
"251","CHEPTIK SUB-LOCATION","ADMD",0,10,"N",34,49,"E",56610,0,"page45.tiff",0.166666666666667,34.8166666666667,45,"cheptik sub-location","administrative division","political"
"252","CHEPTONGEI SUB-LOCATION","ADMD",0,56,"N",35,31,"E",56630,0,"page45.tiff",0.933333333333333,35.5166666666667,45,"cheptongei sub-location","administrative division","political"
"253","CHEPTORORIET SUB-LOCATION","ADMD",0,24,"S",35,11,"E",56630,0,"page45.tiff",-0.4,35.1833333333333,45,"cheptororiet sub-location","administrative division","political"
"254","CHEPTUIYET SUB-LOCATION","ADMD",0,31,"S",35,7,"E",56630,0,"page45.tiff",-0.516666666666667,35.1166666666667,45,"cheptuiyet sub-location","administrative division","political"
"255","CHERANGANY LOCATION","ADMD",1,5,"N",35,16,"E",56630,1,"page45.tiff",1.08333333333333,35.2666666666667,45,"cherangany location","administrative division","political"
"256","CHERIBO SUB-LOCATION","ADMD",0,19,"S",35,11,"E",56630,0,"page46.tiff",-0.316666666666667,35.1833333333333,46,"cheribo sub-location","administrative division","political"
"257","CHESERO SUB-LOCATION","ADMD",0,24,"N",34,52,"E",56610,0,"page46.tiff",0.4,34.8666666666667,46,"chesero sub-location","administrative division","political"
"258","CHESILYOT SUB-LOCATION","ADMD",0,40,"S",35,11,"E",56630,0,"page46.tiff",-0.666666666666667,35.1833333333333,46,"chesilyot sub-location","administrative division","political"
"259","CHESIRA SUB-LOCATION","ADMD",1,32,"N",35,6,"E",56630,2,"page46.tiff",1.53333333333333,35.1,46,"chesira sub-location","administrative division","political"
"260","CHESOI SUB-LOCATION","ADMD",1,4,"N",35,35,"E",56630,0,"page46.tiff",1.06666666666667,35.5833333333333,46,"chesoi sub-location","administrative division","political"
"261","CHESSERA SUB-LOCATION","ADMD",1,26,"N",35,6,"E",56630,1,"page46.tiff",1.43333333333333,35.1,46,"chessera sub-location","administrative division","political"
"262","CHESSERA SUB-LOCATION","ADMD",1,27,"N",35,8,"E",56630,1,"page46.tiff",1.45,35.1333333333333,46,"chessera sub-location","administrative division","political"
"263","CHESTAN SUB-LOCATION","ADMD",1,3,"N",35,37,"E",56630,0,"page46.tiff",1.05,35.6166666666667,46,"chestan sub-location","administrative division","political"
"264","CHIBUGA SUB-LOCATION","ADMD",4,4,"S",39,24,"E",56680,1,"page46.tiff",-4.06666666666667,39.4,46,"chibuga sub-location","administrative division","political"
"265","CHIGA SUB-LOCATION","ADMD",0,5,"S",34,55,"E",56620,0,"page47.tiff",-0.0833333333333333,34.9166666666667,47,"chiga sub-location","administrative division","political"
